01/02/20;03/02/20;40702810000000000612;13810.500000
04/02/20;04/02/20;40702810000000000612;88367.100000
05/02/20;05/02/20;40702810000000000612;-85363.300000
06/02/20;06/02/20;40702810000000000612;-52464.800000
07/02/20;07/02/20;40702810000000000612;-29985.300000
08/02/20;10/02/20;40702810000000000612;-17491.200000
11/02/20;11/02/20;40702810000000000612;144104.700000
12/02/20;12/02/20;40702810000000000612;25475.100000
13/02/20;13/02/20;40702810000000000612;117938.300000
14/02/20;14/02/20;40702810000000000612;-243631.100000
15/02/20;17/02/20;40702810000000000612;-195081.300000
18/02/20;18/02/20;40702810000000000612;16292.200000
19/02/20;19/02/20;40702810000000000612;134237.500000
20/02/20;20/02/20;40702810000000000612;-24294.500000
21/02/20;21/02/20;40702810000000000612;111946.700000
01/02/20;03/02/20;40702810000000001763;9738691.600000
04/02/20;04/02/20;40702810000000001763;4886810.600000
05/02/20;05/02/20;40702810000000001763;6750574.600000
06/02/20;06/02/20;40702810000000001763;7207324.600000
07/02/20;07/02/20;40702810000000001763;7711020.300000
08/02/20;10/02/20;40702810000000001763;7964770.300000
11/02/20;11/02/20;40702810000000001763;7987633.510000
12/02/20;12/02/20;40702810000000001763;8510451.510000
13/02/20;13/02/20;40702810000000001763;8518895.380000
14/02/20;14/02/20;40702810000000001763;8932795.380000
15/02/20;17/02/20;40702810000000001763;8976896.200000
18/02/20;18/02/20;40702810000000001763;8184992.100000
19/02/20;19/02/20;40702810000000001763;8438801.100000
20/02/20;20/02/20;40702810000000001763;8564201.100000
21/02/20;21/02/20;40702810000000001763;8631255.390000
01/02/20;03/02/20;40702810000000002092;1828782.000000
04/02/20;04/02/20;40702810000000002092;2622264.600000
05/02/20;05/02/20;40702810000000002092;2605764.600000
06/02/20;06/02/20;40702810000000002092;2598192.600000
07/02/20;07/02/20;40702810000000002092;2528922.600000
08/02/20;10/02/20;40702810000000002092;2505612.600000
11/02/20;11/02/20;40702810000000002092;2496144.140000
12/02/20;12/02/20;40702810000000002092;2448100.140000
13/02/20;13/02/20;40702810000000002092;2438290.140000
14/02/20;14/02/20;40702810000000002092;2405278.140000
15/02/20;17/02/20;40702810000000002092;2348080.140000
18/02/20;18/02/20;40702810000000002092;2309096.140000
19/02/20;19/02/20;40702810000000002092;2324024.550000
20/02/20;20/02/20;40702810000000002092;2319614.550000
21/02/20;21/02/20;40702810000000002092;2373218.770000
01/02/20;04/02/20;40702810000000000609;25227.150000
05/02/20;06/02/20;40702810000000000609;35227.150000
07/02/20;07/02/20;40702810000000000609;10227.150000
08/02/20;10/02/20;40702810000000000609;31767.500000
11/02/20;12/02/20;40702810000000000609;16037.500000
13/02/20;14/02/20;40702810000000000609;41037.500000
15/02/20;18/02/20;40702810000000000609;-8962.500000
19/02/20;20/02/20;40702810000000000609;21037.500000
21/02/20;21/02/20;40702810000000000609;-13836.570000
22/02/20;03/02/20;40702810000000000625;18123.430000
04/02/20;04/02/20;40702810000000000625;-381876.570000
05/02/20;06/02/20;40702810000000000625;17879.530000
07/02/20;14/02/20;40702810000000000625;18123.430000
15/02/20;17/02/20;40702810000000000625;17767.330000
01/02/20;14/02/20;40702810000000000638;1975568.100000
15/02/20;21/02/20;40702810000000000638;1976068.100000
